player_id,causal_war,causal_run_value,point_estimate_per_pa,park_adj_woba,raw_woba,pa,ci_low,ci_high,season,sparse,trad_war,pa_total,war_source,position,ip_total,rank_causal,rank_trad,rank_diff
669257,1.28,12.76,0.0138,0.352,0.339,1154,,,2023-2024,False,3.7668255071437104,1175.0,season_batting_stats.war,batter,,84,44,-40
694192,1.27,12.72,0.0275,0.38,0.353,579,,,2023-2024,False,3.859999895095825,585.0,season_batting_stats.war,batter,,86,42,-44
592663,1.26,12.62,0.0156,0.354,0.338,1011,,,2023-2024,False,3.2484818198421674,1021.0,season_batting_stats.war,batter,,87,64,-23
671739,1.23,12.33,0.0151,0.356,0.341,1021,,,2023-2024,False,3.3775728216449035,1030.0,season_batting_stats.war,batter,,88,60,-28
669221,1.22,12.17,0.0216,0.368,0.347,705,,,2023-2024,False,2.993749976158142,712.0,season_batting_stats.war,batter,,89,79,-10
666149,1.2,11.97,0.0401,0.405,0.365,373,,,2023-2024,False,2.50698667550087,375.0,season_batting_stats.war,batter,,90,107,17
664023,1.19,11.94,0.0112,0.361,0.35,1338,,,2023-2024,False,3.7252077327637716,1348.0,season_batting_stats.war,batter,,91,46,-45
666134,1.18,11.82,0.0208,0.383,0.362,711,,,2023-2024,False,2.1815256426800635,721.0,season_batting_stats.war,batter,,92,134,42
673357,1.18,11.84,0.0148,0.356,0.341,1002,,,2023-2024,False,3.618333488702774,1020.0,season_batting_stats.war,batter,,92,49,-43
621439,1.17,11.68,0.0201,0.364,0.344,728,,,2023-2024,False,2.222989080068858,736.0,season_batting_stats.war,batter,,94,125,31
664761,1.17,11.69,0.0115,0.347,0.336,1275,,,2023-2024,False,1.5757632346539483,1284.0,season_batting_stats.war,batter,,94,189,95
668901,1.15,11.46,0.0193,0.365,0.345,744,,,2023-2024,False,1.804590551005114,745.0,season_batting_stats.war,batter,,96,164,68
664040,1.14,11.35,0.0166,0.359,0.342,856,,,2023-2024,False,2.203147426853335,861.0,season_batting_stats.war,batter,,97,129,32
641933,1.12,11.23,0.0193,0.368,0.348,728,,,2023-2024,False,1.9252102489063827,737.0,season_batting_stats.war,batter,,98,153,55
527038,1.11,11.12,0.0202,0.364,0.343,688,,,2023-2024,False,1.5464943022220985,696.0,season_batting_stats.war,batter,,99,193,94
681807,1.11,11.14,0.0262,0.382,0.356,531,,,2023-2024,False,1.1491791187827267,536.0,season_batting_stats.war,batter,,99,236,137
657041,1.04,10.4,0.0104,0.346,0.336,1247,,,2023-2024,False,1.9046528124371624,1253.0,season_batting_stats.war,batter,,101,159,58
593428,1.01,10.14,0.0111,0.344,0.332,1142,,,2023-2024,False,2.912669040508039,1154.0,season_batting_stats.war,batter,,102,84,-18
670770,1.0,9.99,0.0142,0.362,0.347,880,,,2023-2024,False,2.422920786816141,897.0,season_batting_stats.war,batter,,103,115,12
663538,0.99,9.92,0.0094,0.346,0.337,1321,,,2023-2024,False,4.630413869343995,1329.0,season_batting_stats.war,batter,,104,22,-82
663697,0.99,9.92,0.0107,0.349,0.339,1156,,,2023-2024,False,1.4930617131458956,1166.0,season_batting_stats.war,batter,,104,202,98
673490,0.99,9.91,0.0116,0.345,0.334,1070,,,2023-2024,False,4.213540145950596,1096.0,season_batting_stats.war,batter,,104,29,-75
680777,0.96,9.6,0.0147,0.354,0.34,817,,,2023-2024,False,2.568942867825996,823.0,season_batting_stats.war,batter,,107,103,-4
571448,0.93,9.29,0.0094,0.341,0.332,1233,,,2023-2024,False,2.4497033402550765,1247.0,season_batting_stats.war,batter,,108,110,2
596146,0.93,9.28,0.0128,0.354,0.341,907,,,2023-2024,False,1.985492315868841,914.0,season_batting_stats.war,batter,,108,148,40
669364,0.92,9.15,0.0299,0.39,0.36,382,,,2023-2024,False,1.6774741377604683,388.0,season_batting_stats.war,batter,,110,179,69
671056,0.91,9.09,0.0376,0.4,0.362,302,,,2023-2024,False,1.559438926551995,303.0,season_batting_stats.war,batter,,111,192,81
656811,0.9,9.05,0.0131,0.361,0.348,864,,,2023-2024,False,1.527057479441851,870.0,season_batting_stats.war,batter,,112,195,83
456781,0.9,8.97,0.0143,0.352,0.338,782,,,2023-2024,False,1.3411068960303871,786.0,season_batting_stats.war,batter,,112,220,108
621493,0.88,8.76,0.0103,0.347,0.337,1063,,,2023-2024,False,2.047789190020134,1072.0,season_batting_stats.war,batter,,114,142,28
650859,0.87,8.7,0.0147,0.361,0.346,739,,,2023-2024,False,1.8994125976104126,749.0,season_batting_stats.war,batter,,115,161,46
666139,0.84,8.41,0.0119,0.349,0.338,885,,,2023-2024,False,2.3715565998236516,893.0,season_batting_stats.war,batter,,116,120,4
623993,0.78,7.78,0.0073,0.353,0.345,1330,,,2023-2024,False,2.8694932984879404,1342.0,season_batting_stats.war,batter,,117,86,-31
663886,0.76,7.61,0.0093,0.348,0.338,1022,,,2023-2024,False,1.4782171030492746,1032.0,season_batting_stats.war,batter,,118,205,87
645277,0.73,7.32,0.0082,0.351,0.343,1110,,,2023-2024,False,3.646821445971727,1120.0,season_batting_stats.war,batter,,119,48,-71
694497,0.72,7.24,0.0299,0.383,0.353,303,,,2023-2024,False,1.12339806788176,309.0,season_batting_stats.war,batter,,120,240,120
669003,0.72,7.19,0.0305,0.389,0.359,295,,,2023-2024,False,1.7049999499557824,302.0,season_batting_stats.war,batter,,120,176,56
578428,0.69,6.91,0.0257,0.377,0.351,336,,,2023-2024,False,3.0399999618530273,337.0,season_batting_stats.war,batter,,122,77,-45
671218,0.69,6.94,0.0152,0.356,0.341,572,,,2023-2024,False,2.0101037813305442,578.0,season_batting_stats.war,batter,,122,144,22
592192,0.67,6.66,0.0086,0.342,0.333,963,,,2023-2024,False,1.3627607657865513,978.0,season_batting_stats.war,batter,,124,219,95
665862,0.67,6.65,0.0079,0.338,0.331,1055,,,2023-2024,False,2.20213424731723,1073.0,season_batting_stats.war,batter,,124,130,6
666182,0.66,6.55,0.0088,0.338,0.329,929,,,2023-2024,False,2.9402222209506563,945.0,season_batting_stats.war,batter,,126,82,-44
676801,0.65,6.46,0.0107,0.348,0.338,756,,,2023-2024,False,1.9602638981587654,758.0,season_batting_stats.war,batter,,127,150,23
519317,0.64,6.37,0.0086,0.339,0.33,920,,,2023-2024,False,0.11276710065256836,936.0,season_batting_stats.war,batter,,128,349,221
677800,0.63,6.26,0.0148,0.364,0.349,528,,,2023-2024,False,3.122579968245016,531.0,season_batting_stats.war,batter,,129,70,-59
608701,0.62,6.16,0.0142,0.363,0.348,543,,,2023-2024,False,0.7085714214123212,546.0,season_batting_stats.war,batter,,130,282,152
672515,0.62,6.18,0.0098,0.35,0.34,787,,,2023-2024,False,3.5162921032209074,801.0,season_batting_stats.war,batter,,130,52,-78
687462,0.61,6.12,0.0181,0.366,0.348,423,,,2023-2024,False,1.0482464316896918,422.0,season_batting_stats.war,batter,,132,247,115
660821,0.6,6.02,0.008,0.343,0.335,936,,,2023-2024,False,1.2083262780965385,944.0,season_batting_stats.war,batter,,133,229,96
641598,0.58,5.76,0.0087,0.339,0.33,826,,,2023-2024,False,1.0216546568581812,834.0,season_batting_stats.war,batter,,134,250,116
542932,0.56,5.62,0.0139,0.349,0.335,506,,,2023-2024,False,1.9166667262713115,516.0,season_batting_stats.war,batter,,135,156,21
695578,0.54,5.4,0.0202,0.371,0.351,334,,,2023-2024,False,1.0700000524520874,336.0,season_batting_stats.war,batter,,136,245,109
553993,0.51,5.09,0.0048,0.336,0.331,1325,,,2023-2024,False,2.707046508074164,1334.0,season_batting_stats.war,batter,,137,91,-46
573262,0.47,4.73,0.007,0.339,0.332,843,,,2023-2024,False,2.22814034579093,855.0,season_batting_stats.war,batter,,138,124,-14
656582,0.47,4.68,0.0066,0.337,0.33,884,,,2023-2024,False,0.691261257674243,888.0,season_batting_stats.war,batter,,138,285,147
665833,0.44,4.44,0.0089,0.346,0.337,624,,,2023-2024,False,2.4085132484331564,639.0,season_batting_stats.war,batter,,140,117,-23
595777,0.43,4.28,0.0044,0.348,0.344,1207,,,2023-2024,False,1.5251108726322797,1217.0,season_batting_stats.war,batter,,141,196,55
678009,0.39,3.88,0.0103,0.344,0.333,469,,,2023-2024,False,1.7605719509518754,472.0,season_batting_stats.war,batter,,142,169,27
666397,0.38,3.82,0.0066,0.343,0.336,729,,,2023-2024,False,1.453529360539773,731.0,season_batting_stats.war,batter,,143,208,65
682829,0.38,3.75,0.0042,0.347,0.343,1112,,,2023-2024,False,3.510365120768016,1123.0,season_batting_stats.war,batter,,143,53,-90
676059,0.35,3.52,0.0064,0.343,0.337,691,,,2023-2024,False,1.9040895986419193,692.0,season_batting_stats.war,batter,,145,160,15
668709,0.35,3.5,0.0047,0.334,0.329,941,,,2023-2024,False,1.4117778557160543,945.0,season_batting_stats.war,batter,,145,215,70
691023,0.35,3.48,0.0068,0.334,0.328,637,,,2023-2024,False,-0.3093157025694291,643.0,season_batting_stats.war,batter,,145,395,250
676116,0.34,3.44,0.0071,0.335,0.328,603,,,2023-2024,False,1.6781188659738786,606.0,season_batting_stats.war,batter,,148,178,30
679529,0.31,3.09,0.0036,0.331,0.327,1077,,,2023-2024,False,0.7113223011828651,1089.0,season_batting_stats.war,batter,,149,280,131
666971,0.3,2.95,0.0031,0.337,0.334,1198,,,2023-2024,False,2.4630618064001264,1215.0,season_batting_stats.war,batter,,150,109,-41
624424,0.29,2.92,0.0039,0.333,0.33,946,,,2023-2024,False,1.0643214755118018,958.0,season_batting_stats.war,batter,,151,246,95
623912,0.28,2.84,0.0052,0.334,0.328,679,,,2023-2024,False,1.2684011438774854,688.0,season_batting_stats.war,batter,,152,223,71
605137,0.28,2.82,0.0029,0.339,0.336,1209,,,2023-2024,False,-0.1982084756674615,1228.0,season_batting_stats.war,batter,,152,378,226
521692,0.26,2.56,0.0026,0.33,0.327,1234,,,2023-2024,False,1.6764439065587264,1257.0,season_batting_stats.war,batter,,154,180,26
669720,0.25,2.48,0.0037,0.337,0.333,828,,,2023-2024,False,1.6686038193526302,838.0,season_batting_stats.war,batter,,155,181,26
608385,0.24,2.4,0.0041,0.337,0.333,730,,,2023-2024,False,1.2164004952401044,739.0,season_batting_stats.war,batter,,156,228,72
663616,0.23,2.35,0.0049,0.34,0.335,604,,,2023-2024,False,0.8500653343896071,612.0,season_batting_stats.war,batter,,157,264,107
518792,0.21,2.11,0.0041,0.339,0.335,641,,,2023-2024,False,1.5841395228408104,645.0,season_batting_stats.war,batter,,158,188,30
596142,0.21,2.14,0.0048,0.334,0.329,554,,,2023-2024,False,1.1453430102297546,554.0,season_batting_stats.war,batter,,158,237,79
643565,0.21,2.09,0.0035,0.341,0.337,748,,,2023-2024,False,1.7313049537999017,751.0,season_batting_stats.war,batter,,158,173,15
502054,0.18,1.84,0.0022,0.33,0.328,1029,,,2023-2024,False,0.7031953607303116,1039.0,season_batting_stats.war,batter,,161,283,122
666165,0.17,1.74,0.0058,0.335,0.329,377,,,2023-2024,False,0.15994764934659628,382.0,season_batting_stats.war,batter,,162,342,180
694671,0.16,1.64,0.0037,0.333,0.33,551,,,2023-2024,False,4.190000057220459,557.0,season_batting_stats.war,batter,,163,30,-133
671732,0.15,1.54,0.0033,0.332,0.329,578,,,2023-2024,False,2.1737758943746828,580.0,season_batting_stats.war,batter,,164,135,-29
650489,0.13,1.31,0.0015,0.335,0.334,1054,,,2023-2024,False,2.001583483509024,1061.0,season_batting_stats.war,batter,,165,146,-19
621466,0.13,1.28,0.0042,0.335,0.331,377,,,2023-2024,False,-0.218654336589622,379.0,season_batting_stats.war,batter,,165,380,215
663728,0.12,1.22,0.0013,0.332,0.33,1180,,,2023-2024,False,4.036298956588197,1197.0,season_batting_stats.war,batter,,167,36,-131
676369,0.12,1.16,0.0036,0.332,0.329,409,,,2023-2024,False,0.2546210189903278,409.0,season_batting_stats.war,batter,,167,332,165
687263,0.12,1.15,0.0016,0.329,0.327,924,,,2023-2024,False,3.823157837516383,931.0,season_batting_stats.war,batter,,167,43,-124
669134,0.11,1.12,0.003,0.327,0.324,470,,,2023-2024,False,-0.029915424658430556,473.0,season_batting_stats.war,batter,,170,359,189
681146,0.11,1.07,0.0035,0.334,0.33,376,,,2023-2024,False,0.5058200985350937,378.0,season_batting_stats.war,batter,,170,310,140
663624,0.11,1.13,0.0014,0.334,0.332,987,,,2023-2024,False,2.2143529776704227,997.0,season_batting_stats.war,batter,,170,127,-43
605204,0.09,0.94,0.0017,0.324,0.322,698,,,2023-2024,False,0.6108392460078298,703.0,season_batting_stats.war,batter,,173,292,119
467793,0.07,0.69,0.0007,0.335,0.334,1211,,,2023-2024,False,2.572225912893267,1222.0,season_batting_stats.war,batter,,174,102,-72
672640,0.07,0.7,0.002,0.329,0.327,432,,,2023-2024,False,2.809999942779541,434.0,season_batting_stats.war,batter,,174,88,-86
609280,0.07,0.7,0.0021,0.327,0.325,409,,,2023-2024,False,0.29938874781714675,409.0,season_batting_stats.war,batter,,174,328,154
656976,0.04,0.35,0.0011,0.339,0.338,395,,,2023-2024,False,-0.2569017474837507,397.0,season_batting_stats.war,batter,,177,386,209
663698,0.03,0.33,0.0011,0.326,0.325,375,,,2023-2024,False,1.532307738413545,377.0,season_batting_stats.war,batter,,178,194,16
643376,0.03,0.28,0.0006,0.326,0.325,620,,,2023-2024,False,1.1207729670160635,621.0,season_batting_stats.war,batter,,178,241,63
658668,0.03,0.26,0.0006,0.326,0.325,577,,,2023-2024,False,-0.06698796099208924,581.0,season_batting_stats.war,batter,,178,365,187
694384,0.03,0.3,0.0005,0.328,0.327,733,,,2023-2024,False,1.0081597062505792,739.0,season_batting_stats.war,batter,,178,252,74
681351,0.02,0.23,0.0004,0.326,0.326,716,,,2023-2024,False,2.0897088082256663,721.0,season_batting_stats.war,batter,,182,139,-43
676391,0.02,0.16,0.0004,0.327,0.327,500,,,2023-2024,False,3.0592856624769786,504.0,season_batting_stats.war,batter,,182,76,-106
681546,-0.0,-0.02,-0.0,0.324,0.324,720,,,2023-2024,False,2.60115231064612,729.0,season_batting_stats.war,batter,,184,99,-85
600869,0.0,0.02,0.0,0.338,0.338,1030,,,2023-2024,False,1.4997978783548738,1039.0,season_batting_stats.war,batter,,184,197,13
663837,-0.02,-0.22,-0.0003,0.325,0.325,1114,,,2023-2024,False,2.1968141277279476,1130.0,season_batting_stats.war,batter,,186,132,-54
453568,-0.02,-0.23,-0.0003,0.34,0.341,898,,,2023-2024,False,0.9075657786768779,912.0,season_batting_stats.war,batter,,186,257,71
686469,-0.03,-0.34,-0.0005,0.326,0.327,831,,,2023-2024,False,0.8952380559362826,840.0,season_batting_stats.war,batter,,188,258,70
669261,-0.05,-0.53,-0.0008,0.325,0.326,799,,,2023-2024,False,0.8052650227058683,811.0,season_batting_stats.war,batter,,189,270,81
657656,-0.07,-0.68,-0.0012,0.321,0.322,716,,,2023-2024,False,1.49413311597213,721.0,season_batting_stats.war,batter,,190,201,11
605170,-0.09,-0.85,-0.0021,0.329,0.331,506,,,2023-2024,False,1.0075196776333757,508.0,season_batting_stats.war,batter,,191,253,62
680700,-0.11,-1.08,-0.0033,0.321,0.324,414,,,2023-2024,False,1.4949760434159822,418.0,season_batting_stats.war,batter,,192,199,7
641584,-0.12,-1.22,-0.002,0.33,0.333,752,,,2023-2024,False,0.5493438439419264,762.0,season_batting_stats.war,batter,,193,304,111
669743,-0.13,-1.35,-0.0031,0.322,0.325,545,,,2023-2024,False,1.1262137453625167,552.0,season_batting_stats.war,batter,,194,239,45
624641,-0.13,-1.31,-0.0028,0.322,0.325,576,,,2023-2024,False,1.3900344986340096,580.0,season_batting_stats.war,batter,,194,216,22
683737,-0.16,-1.64,-0.0032,0.327,0.331,646,,,2023-2024,False,2.429999925196171,648.0,season_batting_stats.war,batter,,196,112,-84
666023,-0.19,-1.95,-0.0041,0.319,0.323,599,,,2023-2024,False,2.541525776508831,603.0,season_batting_stats.war,batter,,197,105,-92
